op_unique_carrier,fl_date,arr_delay
CP,2019-11-07,430
CP,2019-11-08,4047
CP,2019-11-09,-1257
CP,2019-11-10,225
CP,2019-11-11,-780
CP,2019-11-12,-72
CP,2019-11-13,775
CP,2019-11-14,1059
CP,2019-11-15,-260
CP,2019-11-16,-524
CP,2019-11-17,-1149
CP,2019-11-18,1662
CP,2019-11-19,2333
CP,2019-11-20,3938
CP,2019-11-21,2209
CP,2019-11-22,3675
CP,2019-11-23,-941
CP,2019-11-24,-18
CP,2019-11-25,-263
CP,2019-11-26,1025
CP,2019-11-27,2693
CP,2019-11-28,2312
CP,2019-11-29,29
CP,2019-11-30,841
CP,2019-12-01,1606
CP,2019-12-02,3899
CP,2019-12-03,-748
CP,2019-12-04,4698
CP,2019-12-05,-430
CP,2019-12-06,-228
CP,2019-12-07,-842
CP,2019-12-08,3615
CP,2019-12-09,-455
CP,2019-12-10,-1111
CP,2019-12-11,360
CP,2019-12-12,504
CP,2019-12-13,120
CP,2019-12-14,-374
CP,2019-12-15,158
CP,2019-12-16,-1153
CP,2019-12-17,178
CP,2019-12-18,-1070
CP,2019-12-19,-353
CP,2019-12-20,162
CP,2019-12-21,1145
CP,2019-12-22,5903
CP,2019-12-23,2033
CP,2019-12-24,-647
CP,2019-12-25,-303
CP,2019-12-26,5991
CP,2019-12-27,466
CP,2019-12-28,346
CP,2019-12-29,-1668
CP,2019-12-30,79
CP,2019-12-31,-497
DL,2018-01-01,-647
DL,2018-01-02,-5584
DL,2018-01-03,-5285
DL,2018-01-04,-1307
DL,2018-01-05,11575
DL,2018-01-06,6096
DL,2018-01-07,4060
DL,2018-01-08,41783
DL,2018-01-09,-19143
DL,2018-01-10,-26389
DL,2018-01-11,-3096
DL,2018-01-12,61604
DL,2018-01-13,-10228
DL,2018-01-14,-10844
DL,2018-01-15,9336
DL,2018-01-16,-2716
DL,2018-01-17,160686
DL,2018-01-18,19483
DL,2018-01-19,-28465
DL,2018-01-20,-23760
DL,2018-01-21,-28077
DL,2018-01-22,-59
DL,2018-01-23,-21684
DL,2018-01-24,-27749
DL,2018-01-25,-30287
DL,2018-01-26,-36056
DL,2018-01-27,-23675
DL,2018-01-28,-23108
DL,2018-01-29,-11982
DL,2018-01-30,-20304
DL,2018-01-31,-35312
DL,2018-02-01,-32579
DL,2018-02-02,-13217
DL,2018-02-03,-14865
DL,2018-02-04,-2112
DL,2018-02-05,-9971
DL,2018-02-06,-28681
DL,2018-02-07,83286
DL,2018-02-08,-27606
DL,2018-02-09,15938
DL,2018-02-10,-8033
DL,2018-02-11,45291
DL,2018-02-12,-18494
DL,2018-02-13,-33665
DL,2018-02-14,-29052
DL,2018-02-15,-10183
DL,2018-02-16,-14841
DL,2018-02-17,-9162
DL,2018-02-18,-11440
DL,2018-02-19,13939
DL,2018-02-20,1101
DL,2018-02-21,-23500
DL,2018-02-22,-9511
DL,2018-02-23,8056
DL,2018-02-24,-5840
DL,2018-02-25,-10794
DL,2018-02-26,-25945
DL,2018-02-27,-30643
DL,2018-02-28,-25980
DL,2018-03-01,25477
DL,2018-03-02,29901
DL,2018-03-03,567
DL,2018-03-04,-6965
DL,2018-03-05,10374
DL,2018-03-06,-3176
DL,2018-03-07,5688
DL,2018-03-08,-4489
DL,2018-03-09,-12659
DL,2018-03-10,-13599
DL,2018-03-11,-11216
DL,2018-03-12,-6789
DL,2018-03-13,-12599
DL,2018-03-14,-13344
DL,2018-03-15,-13496
DL,2018-03-16,-9031
DL,2018-03-17,-10122
DL,2018-03-18,-21847
DL,2018-03-19,-662
DL,2018-03-20,16714
DL,2018-03-21,5103
DL,2018-03-22,4282
DL,2018-03-23,-14626
DL,2018-03-24,-15220
DL,2018-03-25,-13519
DL,2018-03-26,-12988
DL,2018-03-27,-22320
DL,2018-03-28,-13735
DL,2018-03-29,1468
DL,2018-03-30,-16664
DL,2018-03-31,-14768
DL,2018-04-01,-24228
DL,2018-04-02,20673
DL,2018-04-03,30817
DL,2018-04-04,10522
DL,2018-04-05,-8951
DL,2018-04-06,8469
DL,2018-04-07,-2935
DL,2018-04-08,-9513
DL,2018-04-09,-2716
DL,2018-04-10,-7457
DL,2018-04-11,-19115
DL,2018-04-12,-16324
DL,2018-04-13,3866
DL,2018-04-14,12000
DL,2018-04-15,76752
DL,2018-04-16,50173
DL,2018-04-17,-9466
DL,2018-04-18,-18077
DL,2018-04-19,-7777
DL,2018-04-20,-18875
DL,2018-04-21,-16680
DL,2018-04-22,-7587
DL,2018-04-23,2514
DL,2018-04-24,-17807
DL,2018-04-25,1837
DL,2018-04-26,-14349
DL,2018-04-27,-10404
DL,2018-04-28,-18687
DL,2018-04-29,-20332
DL,2018-04-30,-17782
DL,2018-05-01,-19975
DL,2018-05-02,-5591
DL,2018-05-03,11637
DL,2018-05-04,-13257
DL,2018-05-05,-15560
DL,2018-05-06,-13758
DL,2018-05-07,-28163
DL,2018-05-08,-14255
DL,2018-05-09,-8152
DL,2018-05-10,29830
DL,2018-05-11,-2699
DL,2018-05-12,-6471
DL,2018-05-13,-12817
DL,2018-05-14,3067
DL,2018-05-15,47695
DL,2018-05-16,17538
DL,2018-05-17,15321
DL,2018-05-18,9514
DL,2018-05-19,-1427
DL,2018-05-20,47754
DL,2018-05-21,6985
DL,2018-05-22,13551
DL,2018-05-23,1363
DL,2018-05-24,67
DL,2018-05-25,3978
DL,2018-05-26,-7373
DL,2018-05-27,-3768
DL,2018-05-28,13867
DL,2018-05-29,21844
DL,2018-05-30,9364
DL,2018-05-31,21023
DL,2018-06-01,122506
DL,2018-06-02,25499
DL,2018-06-03,8885
DL,2018-06-04,-9736
DL,2018-06-05,-17713
DL,2018-06-06,-17203
DL,2018-06-07,-4785
DL,2018-06-08,-10384
DL,2018-06-09,-5253
DL,2018-06-10,2333
DL,2018-06-11,45857
DL,2018-06-12,-16955
DL,2018-06-13,5694
DL,2018-06-14,-12020
DL,2018-06-15,-1766
DL,2018-06-16,4903
DL,2018-06-17,-1387
DL,2018-06-18,-7056
DL,2018-06-19,7730
DL,2018-06-20,-6068
DL,2018-06-21,12795
DL,2018-06-22,24189
DL,2018-06-23,590
DL,2018-06-24,29684
DL,2018-06-25,94328
DL,2018-06-26,51138
DL,2018-06-27,13543
DL,2018-06-28,155496
DL,2018-06-29,-6008
DL,2018-06-30,-13645
DL,2018-07-01,-16378
DL,2018-07-02,-15243
DL,2018-07-03,-13958
DL,2018-07-04,-11447
DL,2018-07-05,-14126
DL,2018-07-06,15398
DL,2018-07-07,-21804
DL,2018-07-08,-22435
DL,2018-07-09,-20935
DL,2018-07-10,-22316
DL,2018-07-11,-24624
DL,2018-07-12,9415
DL,2018-07-13,140
DL,2018-07-14,-1773
DL,2018-07-15,39390
DL,2018-07-16,32914
DL,2018-07-17,48154
DL,2018-07-18,-16791
DL,2018-07-19,13753
DL,2018-07-20,27216
DL,2018-07-21,55529
DL,2018-07-22,37427
DL,2018-07-23,35514
DL,2018-07-24,15765
DL,2018-07-25,12142
DL,2018-07-26,-1677
DL,2018-07-27,39078
DL,2018-07-28,-2317
DL,2018-07-29,-7055
DL,2018-07-30,-8184
DL,2018-07-31,117101
DL,2018-08-01,35922
DL,2018-08-02,73734
DL,2018-08-03,73350
DL,2018-08-04,-7104
DL,2018-08-05,-12941
DL,2018-08-06,-15206
DL,2018-08-07,38866
DL,2018-08-08,66040
DL,2018-08-09,96885
DL,2018-08-10,16917
DL,2018-08-11,24889
DL,2018-08-12,1132
DL,2018-08-13,31562
DL,2018-08-14,31183
DL,2018-08-15,-13856
DL,2018-08-16,-12213
DL,2018-08-17,6280
DL,2018-08-18,6072
DL,2018-08-19,-13579
DL,2018-08-20,5339
DL,2018-08-21,2808
DL,2018-08-22,-21411
DL,2018-08-23,-19620
DL,2018-08-24,-14034
DL,2018-08-25,-13592
DL,2018-08-26,-27630
DL,2018-08-27,-17605
DL,2018-08-28,-10610
DL,2018-08-29,-13927
DL,2018-08-30,-18873
DL,2018-08-31,-12834
DL,2018-09-01,-9647
DL,2018-09-02,-16830
DL,2018-09-03,-6427
DL,2018-09-04,-16437
DL,2018-09-05,-20352
DL,2018-09-06,-5203
DL,2018-09-07,-8198
DL,2018-09-08,-17369
DL,2018-09-09,7563
DL,2018-09-10,-5127
DL,2018-09-11,-23548
DL,2018-09-12,-7656
DL,2018-09-13,-19154
DL,2018-09-14,-20239
DL,2018-09-15,-19559
DL,2018-09-16,-22470
DL,2018-09-17,-19765
DL,2018-09-18,7445
DL,2018-09-19,-19646
DL,2018-09-20,2371
DL,2018-09-21,-3288
DL,2018-09-22,-16772
DL,2018-09-23,-23869
DL,2018-09-24,-13130
DL,2018-09-25,33649
DL,2018-09-26,51850
DL,2018-09-27,6007
DL,2018-09-28,-3982
DL,2018-09-29,-12157
DL,2018-09-30,-12044
DL,2018-10-01,-15889
DL,2018-10-02,-17073
DL,2018-10-03,-13758
DL,2018-10-04,-13403
DL,2018-10-05,-12907
DL,2018-10-06,-14023
DL,2018-10-07,-14182
DL,2018-10-08,-539
DL,2018-10-09,-1733
DL,2018-10-10,-8002
DL,2018-10-11,31503
DL,2018-10-12,-9543
DL,2018-10-13,-11660
DL,2018-10-14,-11544
DL,2018-10-15,5740
DL,2018-10-16,-15429
DL,2018-10-17,-19294
DL,2018-10-18,-9744
DL,2018-10-19,3000
DL,2018-10-20,-7491
DL,2018-10-21,-14448
DL,2018-10-22,-5682
DL,2018-10-23,-14479
DL,2018-10-24,-23897
DL,2018-10-25,-7545
DL,2018-10-26,18336
DL,2018-10-27,-10567
DL,2018-10-28,-17657
DL,2018-10-29,-21497
DL,2018-10-30,-21284
DL,2018-10-31,-15977
DL,2018-11-01,1178
DL,2018-11-02,233
DL,2018-11-03,-16309
DL,2018-11-04,-16854
DL,2018-11-05,9972
DL,2018-11-06,668
DL,2018-11-07,-6530
DL,2018-11-08,3475
DL,2018-11-09,72522
DL,2018-11-10,-8520
DL,2018-11-11,-16553
DL,2018-11-12,21005
DL,2018-11-13,3695
DL,2018-11-14,3033
DL,2018-11-15,86697
DL,2018-11-16,54362
DL,2018-11-17,-12053
DL,2018-11-18,-20231
DL,2018-11-19,-18676
DL,2018-11-20,6242
DL,2018-11-21,-11038
DL,2018-11-22,-12583
DL,2018-11-23,-14093
DL,2018-11-24,-672
DL,2018-11-25,25298
DL,2018-11-26,33803
DL,2018-11-27,-11344
DL,2018-11-28,-18085
DL,2018-11-29,-10669
DL,2018-11-30,-33378
DL,2018-12-01,-7861
DL,2018-12-02,-108
DL,2018-12-03,-24459
DL,2018-12-04,-28903
DL,2018-12-05,-20158
DL,2018-12-06,-20925
DL,2018-12-07,-26034
DL,2018-12-08,-13075
DL,2018-12-09,-2585
DL,2018-12-10,-11023
DL,2018-12-11,-27909
DL,2018-12-12,-30963
DL,2018-12-13,-26896
DL,2018-12-14,-4460
DL,2018-12-15,-18979
DL,2018-12-16,-21919
DL,2018-12-17,-30499
DL,2018-12-18,-32503
DL,2018-12-19,-34679
DL,2018-12-20,181
DL,2018-12-21,13341
DL,2018-12-22,-12941
DL,2018-12-23,-21609
DL,2018-12-24,-20822
DL,2018-12-25,-22742
DL,2018-12-26,-15567
DL,2018-12-27,3445
DL,2018-12-28,21751
DL,2018-12-29,-438
DL,2018-12-30,-9765
DL,2018-12-31,-9191
DL,2019-01-01,-18821
DL,2019-01-02,-16882
DL,2019-01-03,-22141
DL,2019-01-04,-21785
DL,2019-01-05,-14911
DL,2019-01-06,-13044
DL,2019-01-07,-24671
DL,2019-01-08,-25368
DL,2019-01-09,-26361
DL,2019-01-10,-17503
DL,2019-01-11,-23060
DL,2019-01-12,-14236
DL,2019-01-13,-916
DL,2019-01-14,-18416
DL,2019-01-15,-11055
DL,2019-01-16,-13857
DL,2019-01-17,1943
DL,2019-01-18,9821
DL,2019-01-19,15484
DL,2019-01-20,7878
DL,2019-01-21,43473
DL,2019-01-22,16851
DL,2019-01-23,44279
DL,2019-01-24,39738
DL,2019-01-25,211
DL,2019-01-26,-14833
DL,2019-01-27,-2388
DL,2019-01-28,335
DL,2019-01-29,-19932
DL,2019-01-30,15710
DL,2019-01-31,-1795
DL,2019-02-01,-12665
DL,2019-02-02,-14785
DL,2019-02-03,-16652
DL,2019-02-04,4681
DL,2019-02-05,-10887
DL,2019-02-06,-612
DL,2019-02-07,53993
DL,2019-02-08,12037
DL,2019-02-09,-1553
DL,2019-02-10,8640
DL,2019-02-11,12118
DL,2019-02-12,68896
DL,2019-02-13,5563
DL,2019-02-14,-2603
DL,2019-02-15,-7820
DL,2019-02-16,-14585
DL,2019-02-17,606
DL,2019-02-18,968
DL,2019-02-19,14571
DL,2019-02-20,146218
DL,2019-02-21,38288
DL,2019-02-22,4190
DL,2019-02-23,-4714
DL,2019-02-24,-1316
DL,2019-02-25,9165
DL,2019-02-26,-15051
DL,2019-02-27,-11174
DL,2019-02-28,1763
DL,2019-03-01,26081
DL,2019-03-02,19814
DL,2019-03-03,45450
DL,2019-03-04,45984
DL,2019-03-05,-4646
DL,2019-03-06,-778
DL,2019-03-07,-10217
DL,2019-03-08,-1348
DL,2019-03-09,5580
DL,2019-03-10,2252
DL,2019-03-11,-10959
DL,2019-03-12,-14464
DL,2019-03-13,-8587
DL,2019-03-14,17016
DL,2019-03-15,12241
DL,2019-03-16,-10787
DL,2019-03-17,-24851
DL,2019-03-18,-25675
DL,2019-03-19,-30004
DL,2019-03-20,-23365
DL,2019-03-21,-15702
DL,2019-03-22,-14564
DL,2019-03-23,-15740
DL,2019-03-24,-23115
DL,2019-03-25,-7939
DL,2019-03-26,-18914
DL,2019-03-27,-21951
DL,2019-03-28,-18900
DL,2019-03-29,-21349
DL,2019-03-30,-16264
DL,2019-03-31,-17256
DL,2019-04-01,-18494
DL,2019-04-02,-24057
DL,2019-04-03,-19820
DL,2019-04-04,-14750
DL,2019-04-05,-18591
DL,2019-04-06,-19096
DL,2019-04-07,-16119
DL,2019-04-08,-10080
DL,2019-04-09,7111
DL,2019-04-10,4129
DL,2019-04-11,59919
DL,2019-04-12,15352
DL,2019-04-13,4246
DL,2019-04-14,108887
DL,2019-04-15,39475
DL,2019-04-16,-21651
DL,2019-04-17,-16689
DL,2019-04-18,-8773
DL,2019-04-19,144215
DL,2019-04-20,17646
DL,2019-04-21,-27144
DL,2019-04-22,-16819
DL,2019-04-23,-25831
DL,2019-04-24,-23859
DL,2019-04-25,-20752
DL,2019-04-26,32248
DL,2019-04-27,-7249
DL,2019-04-28,-17594
DL,2019-04-29,-17311
DL,2019-04-30,-10844
DL,2019-05-01,-13255
DL,2019-05-02,20040
DL,2019-05-03,4231
DL,2019-05-04,556
DL,2019-05-05,-7475
DL,2019-05-06,-15438
DL,2019-05-07,-17711
DL,2019-05-08,1652
DL,2019-05-09,16992
DL,2019-05-10,-7412
DL,2019-05-11,-7496
DL,2019-05-12,-4053
DL,2019-05-13,14157
DL,2019-05-14,-21555
DL,2019-05-15,-17491
DL,2019-05-16,-12645
DL,2019-05-17,13685
DL,2019-05-18,6610
DL,2019-05-19,22566
DL,2019-05-20,3759
DL,2019-05-21,-8951
DL,2019-05-22,-20648
DL,2019-05-23,28202
DL,2019-05-24,-5323
DL,2019-05-25,-15827
DL,2019-05-26,-19107
DL,2019-05-27,-6250
DL,2019-05-28,22125
DL,2019-05-29,36770
DL,2019-05-30,11527
DL,2019-05-31,-12007
DL,2019-06-01,2103
DL,2019-06-02,11664
DL,2019-06-03,-18894
DL,2019-06-04,-14229
DL,2019-06-05,4753
DL,2019-06-06,-13486
DL,2019-06-07,17947
DL,2019-06-08,153727
DL,2019-06-09,41915
DL,2019-06-10,32198
DL,2019-06-11,-1013
DL,2019-06-12,7674
DL,2019-06-13,19869
DL,2019-06-14,-10182
DL,2019-06-15,-3212
DL,2019-06-16,18981
DL,2019-06-17,8784
DL,2019-06-18,36777
DL,2019-06-19,69508
DL,2019-06-20,61999
DL,2019-06-21,9856
DL,2019-06-22,8926
DL,2019-06-23,59250
DL,2019-06-24,24438
DL,2019-06-25,2511
DL,2019-06-26,-4564
DL,2019-06-27,11594
DL,2019-06-28,3520
DL,2019-06-29,29171
DL,2019-06-30,4779
DL,2019-07-01,-17723
DL,2019-07-02,-4978
DL,2019-07-03,-7387
DL,2019-07-04,-9890
DL,2019-07-05,1991
DL,2019-07-06,44062
DL,2019-07-07,24785
DL,2019-07-08,20093
DL,2019-07-09,-11706
DL,2019-07-10,-7962
DL,2019-07-11,61194
DL,2019-07-12,11429
DL,2019-07-13,-3803
DL,2019-07-14,-9833
DL,2019-07-15,18447
DL,2019-07-16,20425
DL,2019-07-17,84842
DL,2019-07-18,125224
DL,2019-07-19,146832
DL,2019-07-20,81659
DL,2019-07-21,39149
DL,2019-07-22,35237
DL,2019-07-23,41341
DL,2019-07-24,-2355
DL,2019-07-25,-12736
DL,2019-07-26,-15289
DL,2019-07-27,-18024
DL,2019-07-28,-16723
DL,2019-07-29,3764
DL,2019-07-30,12904
DL,2019-07-31,52851
DL,2019-08-01,59225
DL,2019-08-02,14941
DL,2019-08-03,-4368
DL,2019-08-04,10423
DL,2019-08-05,10594
DL,2019-08-06,15344
DL,2019-08-07,71265
DL,2019-08-08,50277
DL,2019-08-09,13405
DL,2019-08-10,-4452
DL,2019-08-11,-13237
DL,2019-08-12,-19206
DL,2019-08-13,7367
DL,2019-08-14,14411
DL,2019-08-15,17422
DL,2019-08-16,-1255
DL,2019-08-17,6957
DL,2019-08-18,45067
DL,2019-08-19,40231
DL,2019-08-20,48589
DL,2019-08-21,25993
DL,2019-08-22,31429
DL,2019-08-23,12766
DL,2019-08-24,-11888
DL,2019-08-25,-17339
DL,2019-08-26,-12102
DL,2019-08-27,-16329
DL,2019-08-28,-15757
DL,2019-08-29,-17882
DL,2019-08-30,-14492
DL,2019-08-31,-12766
DL,2019-09-01,-14786
DL,2019-09-02,6115
DL,2019-09-03,-11706
DL,2019-09-04,-12991
DL,2019-09-05,-22212
DL,2019-09-06,-16695
DL,2019-09-07,-14311
DL,2019-09-08,-3603
DL,2019-09-09,-7976
DL,2019-09-10,38846
DL,2019-09-11,9205
DL,2019-09-12,17022
DL,2019-09-13,4222
DL,2019-09-14,-10695
DL,2019-09-15,-12690
DL,2019-09-16,-7002
DL,2019-09-17,-3038
DL,2019-09-18,2853
DL,2019-09-19,438
DL,2019-09-20,-7642
DL,2019-09-21,-13278
DL,2019-09-22,-20844
DL,2019-09-23,-20285
DL,2019-09-24,-18982
DL,2019-09-25,-20980
DL,2019-09-26,1279
DL,2019-09-27,18590
DL,2019-09-28,5738
DL,2019-09-29,-11800
DL,2019-09-30,-13369
DL,2019-10-01,-13073
DL,2019-10-02,-15860
DL,2019-10-03,-7848
DL,2019-10-04,-4464
DL,2019-10-05,-5999
DL,2019-10-06,-3759
DL,2019-10-07,-8545
DL,2019-10-08,-15300
DL,2019-10-09,2289
DL,2019-10-10,15312
DL,2019-10-11,13453
DL,2019-10-12,-8066
DL,2019-10-13,-4650
DL,2019-10-14,-18059
DL,2019-10-15,-1218
DL,2019-10-16,8115
DL,2019-10-17,20500
DL,2019-10-18,-5819
DL,2019-10-19,6900
DL,2019-10-20,6016
DL,2019-10-21,11292
DL,2019-10-22,-2547
DL,2019-10-23,-19928
DL,2019-10-24,-8425
DL,2019-10-25,9394
DL,2019-10-26,-526
DL,2019-10-27,-12719
DL,2019-10-28,-11478
DL,2019-10-29,-7182
DL,2019-10-30,11659
DL,2019-10-31,22832
DL,2019-11-01,-16168
DL,2019-11-02,-11122
DL,2019-11-03,-15832
DL,2019-11-04,-19399
DL,2019-11-05,-24316
DL,2019-11-06,-20004
DL,2019-11-07,-5053
DL,2019-11-08,-8785
DL,2019-11-09,-12875
DL,2019-11-10,-21026
DL,2019-11-11,63754
DL,2019-11-12,21199
DL,2019-11-13,-12541
DL,2019-11-14,-79
DL,2019-11-15,-11341
DL,2019-11-16,-17540
DL,2019-11-17,-23429
DL,2019-11-18,-10824
DL,2019-11-19,-28018
DL,2019-11-20,-12710
DL,2019-11-21,-16512
DL,2019-11-22,-18341
DL,2019-11-23,-10423
DL,2019-11-24,-22710
DL,2019-11-25,-21940
DL,2019-11-26,-12754
DL,2019-11-27,20297
DL,2019-11-28,-6274
DL,2019-11-29,-9259
DL,2019-11-30,23267
DL,2019-12-01,56963
DL,2019-12-02,52286
DL,2019-12-03,26600
DL,2019-12-04,-3443
DL,2019-12-05,-22668
DL,2019-12-06,-16000
DL,2019-12-07,-14240
DL,2019-12-08,-20462
DL,2019-12-09,13407
DL,2019-12-10,-12314
DL,2019-12-11,6034
DL,2019-12-12,-9460
DL,2019-12-13,7783
DL,2019-12-14,-2336
DL,2019-12-15,-15867
DL,2019-12-16,-5046
DL,2019-12-17,15752
DL,2019-12-18,8500
DL,2019-12-19,-10677
DL,2019-12-20,-15332
DL,2019-12-21,-6629
DL,2019-12-22,21186
DL,2019-12-23,14828
DL,2019-12-24,-18354
DL,2019-12-25,-16345
DL,2019-12-26,-8261
DL,2019-12-27,-9237
DL,2019-12-28,8131
DL,2019-12-29,-943
DL,2019-12-30,7945
DL,2019-12-31,-15880
EM,2018-02-01,-9
EM,2018-02-02,2173
EM,2018-02-03,-365
EM,2018-02-04,-500
EM,2018-02-05,570
EM,2018-02-06,1326
EM,2018-02-07,197
EM,2018-02-08,-292
EM,2018-02-09,223
EM,2018-02-10,-205
EM,2018-02-11,-228
EM,2018-02-12,-188
EM,2018-02-13,-163
EM,2018-02-14,1201
EM,2018-02-15,1423
EM,2018-02-16,3344
EM,2018-02-17,-60
EM,2018-02-18,1365
EM,2018-02-19,-83
EM,2018-02-20,909
EM,2018-02-21,576
EM,2018-02-22,1803
EM,2018-02-23,199
EM,2018-02-24,1192
EM,2018-02-25,-118
EM,2018-02-26,-28
EM,2018-02-27,-241
EM,2018-02-28,54
EM,2018-03-01,30
EM,2018-03-02,151
EM,2018-03-03,-392
EM,2018-03-04,-197
EM,2018-03-05,-273
EM,2018-03-06,227
EM,2018-03-07,-167
EM,2018-03-08,-72
EM,2018-03-09,649
EM,2018-03-10,-205
EM,2018-03-11,-145
EM,2018-03-12,267
EM,2018-03-13,53
EM,2018-03-14,42
EM,2018-03-15,1104
EM,2018-03-16,489
EM,2018-03-17,-210
EM,2018-03-18,-49
EM,2018-03-19,-33
EM,2018-03-20,-113
EM,2018-03-21,303
EM,2018-03-22,300
EM,2018-03-23,308
EM,2018-03-24,346
EM,2018-03-25,-107
EM,2018-03-26,700
EM,2018-03-27,358
EM,2018-03-28,39
EM,2018-03-29,142
EM,2018-03-30,502
EM,2018-03-31,-340
EM,2018-04-01,-370
EM,2018-04-02,900
EM,2018-04-03,302
EM,2018-04-04,404
EM,2018-04-05,1670
EM,2018-04-06,1486
EM,2018-04-07,-14
EM,2018-04-08,-42
EM,2018-04-09,1339
EM,2018-04-10,-39
EM,2018-04-11,-73
EM,2018-04-12,-224
EM,2018-04-13,847
EM,2018-04-14,-294
EM,2018-04-15,-70
EM,2018-04-16,88
EM,2018-04-17,-154
EM,2018-04-18,-32
EM,2018-04-19,-254
EM,2018-04-20,-112
EM,2018-04-21,-29
EM,2018-04-22,261
EM,2018-04-23,-151
EM,2018-04-24,397
EM,2018-04-25,-38
EM,2018-04-26,-255
EM,2018-04-27,559
EM,2018-04-28,141
EM,2018-04-29,132
EM,2018-04-30,-102
EM,2018-05-01,-141
EM,2018-05-02,92
EM,2018-05-03,340
EM,2018-05-04,3721
EM,2018-05-05,-108
EM,2018-05-06,-240
EM,2018-05-07,102
EM,2018-05-08,57
EM,2018-05-09,-202
EM,2018-05-10,-89
EM,2018-05-11,-93
EM,2018-05-12,-259
EM,2018-05-13,-76
EM,2018-05-14,57
EM,2018-05-15,337
EM,2018-05-16,-64
EM,2018-05-17,312
EM,2018-05-18,-84
EM,2018-05-19,81
EM,2018-05-20,-32
EM,2018-05-21,1296
EM,2018-05-22,-207
EM,2018-05-23,24
EM,2018-05-24,894
EM,2018-05-25,784
EM,2018-05-26,106
EM,2018-05-27,-161
EM,2018-05-28,-7
EM,2018-05-29,268
EM,2018-05-30,354
EM,2018-05-31,-103
EM,2018-06-01,438
EM,2018-06-02,31
EM,2018-06-03,15
EM,2018-06-04,453
EM,2018-06-05,36
EM,2018-06-06,1177
EM,2018-06-07,-207
EM,2018-06-08,343
EM,2018-06-09,-80
EM,2018-06-10,-253
EM,2018-06-11,49
EM,2018-06-12,133
EM,2018-06-13,101
EM,2018-06-14,510
EM,2018-06-15,1934
EM,2018-06-16,147
EM,2018-06-17,-178
EM,2018-06-18,-50
EM,2018-06-19,49
EM,2018-06-20,638
EM,2018-06-21,658
EM,2018-06-22,379
EM,2018-06-23,489
EM,2018-06-24,-140
EM,2018-06-25,-126
EM,2018-06-26,67
EM,2018-06-27,-220
EM,2018-06-28,-82
EM,2018-06-29,1414
EM,2018-06-30,-22
EM,2018-07-01,-254
EM,2018-07-02,-159
EM,2018-07-03,-93
EM,2018-07-04,-54
EM,2018-07-05,-66
EM,2018-07-06,163
EM,2018-07-07,32
EM,2018-07-08,60
EM,2018-07-09,99
EM,2018-07-10,9
EM,2018-07-11,497
EM,2018-07-12,66
EM,2018-07-13,462
EM,2018-07-14,79
EM,2018-07-15,-177
EM,2018-07-16,1543
EM,2018-07-17,104
EM,2018-07-18,-16
EM,2018-07-19,-90
EM,2018-07-20,2196
EM,2018-07-21,40
EM,2018-07-22,205
EM,2018-07-23,1495
EM,2018-07-24,-116
EM,2018-07-25,-138
EM,2018-07-26,29
EM,2018-07-27,3
EM,2018-07-28,-2
EM,2018-07-29,352
EM,2018-07-30,52
EM,2018-07-31,-53
EM,2018-08-01,-142
EM,2018-08-02,-150
EM,2018-08-03,65
EM,2018-08-04,-5
EM,2018-08-05,367
EM,2018-08-06,263
EM,2018-08-07,681
EM,2018-08-08,-142
EM,2018-08-09,320
EM,2018-08-10,187
EM,2018-08-11,15
EM,2018-08-12,137
EM,2018-08-13,-93
EM,2018-08-14,1014
EM,2018-08-15,134
EM,2018-08-16,341
EM,2018-08-17,68
EM,2018-08-18,-226
EM,2018-08-19,14
EM,2018-08-20,930
EM,2018-08-21,176
EM,2018-08-22,-146
EM,2018-08-23,-55
EM,2018-08-25,-90
EM,2018-08-26,181
EM,2018-08-27,-174
EM,2018-08-28,-113
EM,2018-08-29,555
EM,2018-08-30,-20
EM,2018-08-31,107
EM,2018-09-01,-67
EM,2018-09-02,-146
EM,2018-09-03,-94
EM,2018-09-04,577
EM,2018-09-05,-224
EM,2018-09-06,-98
EM,2018-09-07,272
EM,2018-09-08,-93
EM,2018-09-09,-164
EM,2018-09-10,185
EM,2018-09-11,-246
EM,2018-09-13,129
EM,2018-09-14,240
EM,2018-09-15,858
EM,2018-09-16,994
EM,2018-09-17,665
EM,2018-09-18,129
EM,2018-09-19,-118
EM,2018-09-20,349
EM,2018-09-21,315
EM,2018-09-22,-49
EM,2018-09-23,-102
EM,2018-09-24,121
EM,2018-09-25,-302
EM,2018-09-26,411
EM,2018-09-27,329
EM,2018-09-28,-107
EM,2018-09-29,-28
EM,2018-09-30,-271
EM,2018-10-01,-161
EM,2018-10-02,-245
EM,2018-10-03,-14
EM,2018-10-04,256
EM,2018-10-05,-73
EM,2018-10-06,-83
EM,2018-10-07,-273
EM,2018-10-08,-208
EM,2018-10-09,1243
EM,2018-10-10,2023
EM,2018-10-11,733
EM,2018-10-12,826
EM,2018-10-13,843
EM,2018-10-14,-60
EM,2018-10-15,1234
EM,2018-10-16,-183
EM,2018-10-17,217
EM,2018-10-18,345
EM,2018-10-19,1182
EM,2018-10-20,-118
EM,2018-10-21,2477
EM,2018-10-22,1120
EM,2018-10-23,2005
EM,2018-10-24,1054
EM,2018-10-25,72
EM,2018-10-26,-105
EM,2018-10-27,-132
