unique_carrier,year,month,distance,passengers
EQ,2019,4,3882,4652
1SQ,2019,5,2069,9626
P3,2018,9,103301,0
BX,2019,1,7168,9457
09Q,2018,1,437977,82839
9K,2019,9,10165,46044
CX,2019,9,229026,151872
B6,2019,5,849605,3701490
CK,2018,9,31301,0
CV,2018,11,182785,0
UX,2018,1,35725,17866
LF,2018,2,127480,8074
8R,2018,11,30790,3717
TP,2019,9,98080,90561
DY,2018,10,625141,251089
1BQ,2018,2,25778,9523
YV,2019,12,396124,1285289
KAQ,2019,10,244483,0
EW,2018,5,68640,25616
SVW,2018,11,4909,4
EK,2019,12,253196,339994
WN,2018,9,3071263,12803251
3BQ,2019,4,1402,1340
EK,2019,11,245438,282470
2E,2018,11,172,1878
JL,2018,1,180030,165970
NC,2019,2,44522,0
OO,2018,1,1254180,2852801
Y4,2018,8,353382,245608
22Q,2019,7,948,0
GL,2018,3,227482,20133
KD,2019,2,153795,0
13Q,2019,8,48303,380
RU,2018,4,134364,0
H6,2018,9,94933,23215
3F,2018,4,1869,623
XP,2018,4,82683,24919
WG,2018,5,11634,3366
KE,2019,1,394505,264841
VA,2018,3,45134,28083
OZ,2019,5,168906,133888
SV,2019,12,77378,33313
D8,2018,4,68136,38983
2GQ,2019,2,5649,0
PEQ,2019,9,1644,0
NK,2018,1,625508,2014618
C5,2019,5,54898,194958
UX,2018,9,16026,26329
0BQ,2018,12,8135,3
4B,2019,3,16802,14868
AAT,2018,1,986,966
UP,2018,3,10310,41213
XP,2019,6,4357,4109
3BQ,2019,9,1402,441
2UQ,2019,2,17364,5
0CQ,2018,2,11035,16
KD,2019,7,161675,0
LV,2018,10,7296,7406
VA,2019,5,45134,42812
9K,2018,1,8416,39844
MT,2019,3,34034,15265
1SQ,2019,9,1940,7345
YX,2018,11,601185,1536449
Y4,2018,10,334466,215196
2E,2019,10,172,1529
EY,2018,7,98197,104535
1SQ,2018,1,1710,7400
JQ,2019,8,21140,20179
LF,2019,7,106407,19043
NC,2018,6,50384,0
YR,2018,5,6916,27421
U7,2019,12,118566,0
D8,2018,1,113663,43740
VI,2019,8,474,5619
AA,2018,11,2820849,11947576
4M,2019,8,8812,12216
1EQ,2019,1,13518,1233
AS,2018,5,1469497,3209863
5C,2018,10,40598,0
PY,2019,12,10546,4445
CV,2018,8,189856,0
AM,2018,2,122336,199511
CV,2019,3,182366,0
C8,2018,12,32846,0
GV,2018,10,38630,13039
YX,2019,2,657163,1284231
MP,2019,12,25485,0
B0,2018,12,7296,5097
SE,2019,5,14628,20799
KV,2018,2,28841,140353
WS,2019,8,222043,386462
2RQ,2019,9,13666,11
MQ,2018,4,397014,1119492
27Q,2019,6,355491,953
AR,2019,2,19376,30124
G7,2018,12,223444,412657
RJ,2019,6,48594,31340
AA,2019,6,3632734,13894412
1QQ,2018,11,90,1927
X4,2018,4,426,536
ELL,2018,11,408,4
K3,2019,6,3834,558
4W,2019,10,5945,773
8R,2019,4,30790,7237
Y4,2018,6,351558,249895
C8,2019,2,32846,0
0QQ,2018,9,22932,72
D8,2018,7,69692,56229
X9,2019,2,49706,8323
AY,2018,7,27976,40459
36Q,2019,5,36137,34
CV,2018,12,179681,0
AV,2018,11,99084,153966
TA,2019,8,66149,104844
AC,2019,4,266355,423762
S4,2019,6,38408,16582
CAZ,2019,5,25933,12
AM,2019,3,85771,214523
GFQ,2019,1,80246,0
CK,2018,12,31301,0
YR,2019,8,5366,21663
KO,2019,5,36994,446
PF,2018,4,7301,3049
ZW,2019,3,92264,359010
OO,2019,2,1504818,2818056
5V,2018,6,57844,309
EW,2019,11,45168,28001
DE,2018,4,26271,11175
2TQ,2018,11,1144,294
5V,2018,5,52832,353
TA,2019,2,92326,98249
KD,2019,4,102911,0
L2,2018,10,13045,0
02Q,2018,3,3339,25
P3,2018,10,107340,0
PH,2018,12,468,8548
UO,2018,1,2138,2932
NEW,2019,1,68,1513
HU,2018,2,176430,55467
1EQ,2018,11,27779,1987
NH,2019,9,164238,189491
GCQ,2018,8,17966,29
LY,2019,11,120761,64396
PH,2019,7,470,8395
DY,2019,4,389916,275942
10Q,2018,10,3934,3
BCQ,2019,4,2529,275
HU,2019,3,212672,57185
GV,2019,3,32541,11118
EY,2019,6,84463,71140
KAT,2019,9,3244,2608
KZ,2019,1,45075,0
KE,2018,3,422898,232050
JU,2018,11,9022,3800
3M,2019,9,15570,30848
DL,2019,6,4193487,15125549
HU,2019,7,174490,91529
3M,2019,11,17490,37353
5V,2019,2,51987,453
GCH,2019,10,59,0
0CQ,2019,5,23807,18
AAT,2019,11,1138,1276
3E,2018,8,5480,7263
TP,2018,6,75710,60216
3S,2019,4,68300,0
UA,2018,7,4606731,11288258
EQ,2019,8,3882,4528
2AQ,2019,8,2859,13
C8,2018,11,32846,0
QR,2019,1,176152,176355
M6,2019,6,87053,0
EW,2019,7,44934,38773
PT,2019,6,64044,455442
OR,2019,9,18304,4776
OJ,2018,3,16452,7702
CI,2019,5,162975,74768
FJ,2019,2,47164,14550
LH,2018,2,454980,338266
8C,2018,2,73911,0
PY,2018,9,8375,4687
WG,2019,5,15197,5657
KE,2019,9,380484,252413
UA,2018,11,4555835,9292867
DL,2018,9,3706193,12099862
KS,2018,9,13808,16221
JQ,2018,4,21140,21174
RJ,2018,1,48594,19258
RVQ,2018,2,326,2
NC,2019,3,38367,0
CAZ,2018,1,20309,19
AMQ,2019,10,39397,263
NEW,2019,3,68,1766
3S,2018,6,51216,0
GEQ,2019,4,53235,85
28Q,2018,5,1648,0
SA,2018,9,34538,29855
LX,2019,12,103561,141775
Z3Q,2019,1,140,2256
J2,2019,5,11662,1556
2TQ,2019,4,1740,413
KAT,2018,5,1215,76
4B,2018,6,14177,15565
KH,2018,8,1534,0
6R,2019,8,21990,0
8V,2019,2,19985,5749
OZ,2018,7,139394,158616
WG,2019,8,3535,2804
UO,2018,10,2138,2453
9K,2019,4,8892,33134
FI,2019,10,114038,101496
HBQ,2018,1,2215,460
XP,2019,12,14217,1890
IB,2019,12,152324,112475
EK,2018,10,239585,260057
DL,2019,9,3567521,13147961
JJ,2018,1,68212,131331
3BQ,2019,10,1402,650
LDM,2018,11,4253,2
BF,2018,7,19560,16977
PEQ,2019,7,1707,0
2O,2019,4,7454,1383
AS,2019,1,1668658,2580332
XP,2019,4,175,0
OH,2019,11,330674,1222209
KS,2019,12,6970,12596
CV,2018,7,185650,0
KU,2018,9,12704,16284
CRV,2018,5,5849,14
VB,2018,5,25613,24323
1BQ,2018,4,14345,6960
G3,2019,12,18603,15032
CI,2019,8,169190,78174
D7,2019,10,8234,20221
TN,2018,7,19530,45268
KAQ,2019,7,255538,0
JQ,2018,3,21140,19324
IB,2019,3,129814,109045
VIQ,2018,1,43160,0
GFQ,2019,4,54163,0
1QQ,2018,10,90,1975
LJ,2019,10,7586,26381
9E,2018,10,277305,1216417
6R,2018,12,25372,0
14Q,2019,8,23897,158
QX,2019,5,101884,666059
MQ,2018,5,384471,1202687
XL,2018,6,5940,13362
H6,2019,9,101592,23272
1AQ,2018,1,21573,4286
8R,2018,9,43442,12474
J5,2019,6,10817,9896
CM,2019,7,89338,295504
QX,2019,2,103250,527035
LX,2019,9,97448,142888
5Y,2018,3,515068,697
SK,2018,9,153189,122061
15Q,2019,2,33939,74
SVW,2019,2,15014,40
2EQ,2018,4,132,9
MU,2018,3,94018,106955
BCQ,2019,6,1422,385
BA,2018,10,490166,689097
MW,2019,12,362,1179
AI,2019,2,106652,70677
OH,2019,3,294244,1298401
YR,2018,6,6545,25719
CRV,2019,5,18878,14
1UQ,2019,1,7219,11
2EQ,2019,1,216,65
5Y,2019,11,704938,1522
KD,2018,9,131886,0
5D,2019,3,49315,62858
CX,2019,5,222847,220040
D7,2018,5,8234,10021
JD,2019,9,3828,2825
VJT,2018,11,291435,383
KE,2019,6,379059,276101
1EQ,2018,6,20317,1258
XL,2018,4,5792,12698
5Y,2019,7,564554,434
1QQ,2019,2,90,2053
NZ,2019,2,114120,81513
2HQ,2018,2,26092,4382
SK,2019,5,132898,108454
M7,2018,5,4136,0
12Q,2019,9,10745,3
2OQ,2018,10,1364,1585
12Q,2018,2,14562,5
PS,2019,2,9388,9505
AV,2019,8,101317,163687
NLQ,2018,7,13553,138
KFQ,2019,2,11750,6
15Q,2019,1,38855,35
ABX,2019,10,98365,0
KO,2018,8,46646,951
HU,2018,1,185846,53571
KFQ,2018,12,10928,5
VX,2018,2,357142,621454
1ZQ,2019,8,2238,5
SE,2018,12,7270,10584
AX,2019,3,114146,260866
B0,2019,8,22606,6725
LH,2019,7,486829,636426
HU,2018,11,200176,54213
KU,2019,5,12704,17612
5X,2019,2,1007789,0
SQ,2018,3,130471,76764
EY,2019,3,84463,58256
4W,2019,2,4587,1317
LP,2018,11,19140,44390
G7,2018,4,185033,423860
2GQ,2018,9,10658,0
36Q,2019,3,5490,1
CP,2019,4,79215,568573
FX,2018,4,1251537,0
HA,2019,11,280602,897405
NK,2019,5,1368006,3069806
DI,2019,1,115642,135465
LR,2018,6,21560,15104
CX,2019,1,202614,216021
J2,2018,2,11662,1203
4W,2019,12,2857,1073
X9,2018,4,72979,9658
FI,2019,5,146558,134307
KU,2019,2,12704,10601
AF,2019,4,246533,351064
DY,2018,11,369173,201862
2EQ,2018,1,108,36
F9,2019,2,1207377,1509607
KLQ,2018,12,93076,0
0CQ,2019,8,12122,20
M3,2019,11,54870,0
FP,2018,1,10564,3
3U,2019,7,34076,27323
AI,2018,8,86661,82201
CX,2018,9,198588,159615
KZ,2018,7,47809,0
IFQ,2019,2,16480,21
9S,2018,7,77607,0
24Q,2019,1,4715,5
AT,2018,8,14878,34038
VS,2019,11,246729,314295
BX,2018,9,3584,5802
GV,2018,2,29948,7709
CK,2019,7,31301,0
1EQ,2018,9,9610,646
KQ,2019,10,14720,6327
OR,2019,2,18304,4476
26Q,2019,6,4172,2
VA,2018,8,45134,36542
MS,2018,9,11230,16070
AM,2019,4,100939,214913
ADB,2018,6,44229,0
7S,2019,5,41878,263
QT,2019,7,11082,0
LP,2018,6,27530,46427
PY,2019,5,6204,3759
LS,2018,12,20140,5794
2E,2018,10,172,2074
QT,2019,3,9989,0
KU,2018,6,12704,14351
27Q,2019,5,416018,1068
EQ,2018,10,9526,15367
1TQ,2019,3,2236,0
3F,2018,3,1137,427
BA,2018,1,430674,503132
0BQ,2018,3,13386,24
5X,2019,10,963560,0
V8,2019,5,18565,1037
NH,2018,2,161595,162014
MQ,2019,3,329749,1249737
5V,2019,1,39716,379
SK,2018,1,176634,82992
FX,2018,2,1341768,0
7C,2018,5,18034,67597
2TQ,2019,10,3450,97
GL,2018,1,177954,8425
3M,2019,7,18156,57490
Y4,2018,9,306118,206199
8E,2018,5,43201,9423
M3,2019,9,37989,0
UO,2018,7,2138,3028
3SD,2019,5,2632,1414
IB,2018,10,154580,129843
LJ,2019,9,7586,26453
MQ,2019,6,441184,1348177
MP,2018,4,27772,0
CX,2019,6,215370,218273
3U,2018,6,34076,24968
AY,2019,11,49576,33587
D7,2019,9,8234,19640
HX,2019,12,14520,6697
CA,2019,10,164329,132226
CC,2018,2,37255,0
OR,2019,5,33678,6073
2O,2018,5,8641,1703
BX,2019,8,13580,16890
GCQ,2019,6,20864,24
AS,2019,9,1340602,2924841
PY,2018,5,6204,4365
MS,2018,10,11230,18017
9S,2019,10,90130,0
LO,2018,10,113676,59161
EM,2018,4,14066,16839
JD,2018,2,3828,3961
0CQ,2019,3,19612,8
GEQ,2019,11,59039,45
07Q,2019,3,22418,8825
RV,2018,3,123570,500602
CC,2018,10,4414,0
V8,2018,9,19368,1562
WW,2018,5,91090,97242
WI,2018,8,112051,0
B6,2018,11,900687,3391026
12Q,2019,4,17732,24
LF,2019,1,144686,10888
NEW,2019,12,68,1329
14Q,2019,4,40669,280
2GQ,2019,11,4679,0
Z3,2018,12,1335,381
AZ,2019,8,83580,131992
JJ,2019,3,123098,106766
2E,2019,3,444,1733
UP,2019,8,6696,71563
7H,2019,12,24878,28590
OS,2018,4,54262,41716
UP,2018,9,8636,28201
3EQ,2019,4,133506,599
EV,2019,5,189216,422400
YR,2018,3,3334,13236
1WQ,2018,5,3422,5429
EI,2018,8,103652,231373
BA,2018,5,424589,687569
LY,2018,10,142253,77196
CM,2019,2,96383,209786
G7,2018,1,195529,405469
M6,2019,5,81859,0
CZ,2019,6,125062,89053
4M,2018,7,8812,12280
37Q,2019,6,26444,131
G7,2019,9,122625,344879
ELL,2018,10,408,8
F9,2018,2,627069,1421476
RU,2019,1,121059,0
1XQ,2019,12,7270,9
2EQ,2018,7,2371,450
04Q,2018,12,43202,3315
VR,2019,9,6776,1624
EI,2019,5,103658,222701
G7,2019,11,136544,303664
AD,2018,11,57166,41405
NLQ,2018,11,9364,401
S4,2019,3,9388,7584
0QQ,2018,10,24228,90
FI,2019,12,97584,81234
0BQ,2018,5,30171,21
22Q,2019,5,948,55
JU,2019,4,9022,5282
RJ,2019,3,36484,20080
0BQ,2018,2,13658,29
JJ,2018,10,119186,99566
QF,2018,11,186684,129636
SY,2018,1,502245,245045
L7,2019,12,19803,0
M6,2019,2,81752,0
YR,2018,12,2226,9109
PM,2019,1,3142,0
Z3Q,2019,2,140,3278
L2,2019,1,26381,0
TS,2019,7,12566,11588
GU,2019,1,4388,6257
3EQ,2019,12,183389,826
7S,2018,5,53183,415
D7,2019,4,8234,10843
YV,2019,3,306968,1304723
EY,2018,1,176112,101646
NK,2019,1,725661,2438941
0BQ,2018,7,7947,13
UO,2018,9,2138,2537
8C,2019,3,94892,0
I4,2018,6,2554,3107
NH,2018,5,146294,154408
PO,2019,5,189128,0
15Q,2018,7,59452,53
RJ,2018,12,37118,19764
CRV,2019,1,16043,19
U7,2018,12,158064,0
4B,2018,7,11825,15117
QF,2019,8,195689,131651
26Q,2019,3,8231,8
K2,2019,4,17318,4938
DI,2019,4,135277,164282
3E,2019,1,6014,5355
MW,2019,10,362,1116
RV,2018,4,142262,366423
0WQ,2019,8,50677,97
BX,2019,5,3584,5619
RVQ,2019,6,326,57
DE,2019,5,78803,30618
PEQ,2018,11,2021,0
0UQ,2018,1,8690,6
BF,2018,9,19560,16306
5C,2018,9,40598,0
OO,2019,9,1294871,3422387
ZW,2019,4,92572,346286
AY,2019,3,29832,19658
3S,2018,2,47255,0
G7,2018,3,197678,454423
YV,2018,10,280676,1276832
CRV,2018,8,10360,13
SA,2019,10,26526,24710
4B,2018,11,13765,14514
8C,2019,6,102049,0
DI,2019,11,64094,125953
ZW,2018,3,67921,326488
AMQ,2019,9,22949,227
MF,2018,12,55030,23027
EW,2018,1,18846,3279
QK,2019,6,50791,172798
LR,2018,10,30892,27681
DY,2019,10,548205,278641
2LQ,2019,5,11547,2119
UX,2019,5,32052,28597
LJ,2018,9,10704,42722
VI,2019,12,474,7081
KQ,2019,1,14720,9546
MF,2018,8,55030,24444
NH,2019,11,176786,188026
PFQ,2018,12,36068,0
TB,2018,2,9288,3961
2LQ,2019,9,10101,1647
AD,2019,3,64006,47963
OR,2019,11,18304,3816
KAT,2019,7,2395,9325
KAH,2019,2,2816,1854
2E,2018,1,172,1800
3DQ,2019,1,466,1543
LP,2018,7,27530,48188
CC,2018,4,41578,0
EK,2018,6,234921,322302
KX,2018,4,8825,15888
7S,2018,6,50810,352
BCQ,2019,5,1889,446
TN,2018,8,19530,45402
M6,2018,11,105041,0
5C,2018,8,40598,0
5J,2019,2,3194,2794
22Q,2019,6,948,0
KV,2018,12,26554,171463
UX,2019,11,24874,25514
24Q,2019,3,5763,6
NH,2019,2,146294,133223
3S,2018,9,47255,0
KZ,2019,5,42073,0
UP,2019,5,11714,41045
N8,2018,4,70391,3009
1TQ,2018,4,2422,0
Q6,2019,6,16992,14545
14Q,2019,2,37670,154
KE,2019,4,356013,234496
AN,2018,5,34077,989
AMQ,2018,8,48640,139
LO,2018,7,110422,81161
EAU,2019,9,19147,20
ELL,2018,7,408,80
AT,2018,12,14878,18619
9K,2018,10,10014,40571
X9,2018,9,44218,9169
OH,2019,5,317056,1351122
NLQ,2018,4,10181,384
K3,2019,12,3036,107
RV,2019,2,111011,377768
VB,2018,9,11772,26219
Q5,2019,3,1719,81
PD,2019,11,3104,63753
KH,2018,3,1497,0
14Q,2018,12,27241,312
MS,2018,7,11230,19474
0WQ,2018,3,138965,514
KX,2018,7,9837,20471
M6,2018,12,86193,0
SU,2019,1,51990,57701
QX,2019,9,94507,638176
IFQ,2019,6,65138,84
LO,2018,5,93082,64793
2HQ,2018,4,48108,7220
B6,2018,2,851413,3078898
ABX,2019,8,90222,0
2GQ,2018,3,1708,0
CK,2019,1,31301,0
0Q,2018,9,32101,26
EV,2018,11,284747,639418
LS,2018,1,6723,455
TQQ,2018,9,13601,17180
ZW,2018,5,72274,352415
SVW,2019,6,11498,24
1WQ,2018,1,3422,4334
ET,2019,3,43510,29967
24Q,2018,6,17337,15
0Q,2019,10,7322,4
O6,2018,2,32138,23150
E7,2018,11,2552,0
KLQ,2018,3,83319,0
AD,2018,3,38408,52423
3DQ,2019,4,62,1587
GV,2019,1,32856,8264
VR,2018,8,6776,2117
GV,2018,1,29483,8898
4M,2018,6,8812,13102
VR,2019,2,6776,936
09Q,2018,7,316346,83181
BA,2019,5,434268,717899
EW,2019,5,34002,34096
EV,2019,2,296425,470435
5Y,2018,1,572037,2498
UA,2018,2,4336845,7342256
AF,2018,3,251144,272546
M3,2018,3,53545,0
MW,2019,5,2032,19005
VW,2018,4,934,1094
L2,2019,5,29890,0
ZX,2018,8,20392,112928
MT,2018,6,101272,100025
NZ,2018,1,91706,93944
VIQ,2018,8,30927,0
TP,2019,11,76715,80753
YV,2019,11,341486,1207466
SU,2019,8,47329,82864
1QQ,2018,8,90,2135
9K,2019,5,10388,39394
SV,2019,10,69118,18304
LH,2018,5,481762,554467
PO,2018,1,200555,0
N8,2019,12,76418,0
YX,2018,12,720529,1523282
LY,2019,9,143469,69179
OO,2019,5,1348957,3739439
02Q,2019,2,16318,552
QX,2019,6,101743,673486
ADB,2018,8,46938,0
KV,2018,9,36919,207830
0J,2019,5,5786,3
2RQ,2018,4,10208,4
0Q,2019,8,17291,18
BR,2019,5,135819,170046
3U,2018,4,34076,21708
MP,2018,9,19532,0
38Q,2018,5,1229,4143
PEQ,2018,8,2252,0
DI,2018,5,116836,158581
8C,2019,10,130268,0
KQ,2019,11,14720,7233
AX,2018,12,96071,263712
VS,2019,8,204140,426181
KLQ,2019,10,59807,0
IG,2019,8,41822,37309
BA,2019,9,267704,587987
L7,2019,6,39665,0
3U,2019,9,34076,21654
CH,2019,4,796,0
CV,2018,5,182944,0
G4,2019,3,898689,1508864
LA,2019,8,174293,84872
LF,2018,8,113168,8742
QR,2018,5,176152,152389
QK,2019,7,47159,183137
GFQ,2018,7,41080,0
KH,2018,7,1534,0
K2,2019,8,16242,2637
CC,2018,11,80427,0
WS,2019,2,395037,486253
K3,2019,8,4840,3891
3U,2018,10,34076,16165
TN,2019,9,19530,32104
CZ,2019,4,125062,79319
O6,2018,1,32138,23150
1AQ,2018,11,26789,4517
04Q,2019,6,61599,3784
YV,2018,11,282318,1254822
SY,2018,11,530582,262005
BC,2019,5,1460,461
8R,2018,5,42730,10119
PFQ,2019,8,25703,0
BR,2019,1,159855,182956
AX,2018,1,141064,269394
PD,2019,7,3104,94888
HU,2018,8,187138,90817
Q5,2019,5,1731,34
2O,2019,11,6135,1435
AI,2019,11,91056,70339
KX,2019,8,12789,22967
RVQ,2019,11,326,5
3E,2018,4,6012,6157
KD,2019,8,97927,0
J5,2019,3,5963,4235
JD,2018,7,3828,3931
OO,2018,6,1366665,3486629
38Q,2019,2,1229,3493
ADB,2018,3,18152,0
NH,2018,4,146294,142616
GCH,2018,4,59,0
1AQ,2019,1,27992,2335
WN,2018,7,3325204,15348967
RV,2018,7,94375,254691
2RQ,2019,6,3421,2
GEQ,2019,3,49774,43
TK,2018,2,168238,132565
L2,2018,11,21313,0
N8,2018,2,55700,188
KLQ,2018,9,81325,0
EI,2019,12,111130,197685
G4,2018,1,841546,943638
7H,2018,8,27796,45623
3DQ,2019,10,627,1626
2RQ,2019,5,2808,2
IB,2018,8,180988,153932
LX,2019,3,99326,127617
15Q,2019,3,135010,86
2OQ,2018,12,1458,2258
ZW,2018,8,88718,316360
3U,2019,8,34076,28387
15Q,2019,11,49929,34
AI,2018,3,86661,76749
7L,2019,3,18922,0
5X,2019,8,958082,0
XL,2018,9,5940,12774
Z3,2018,3,5120,612
ZW,2019,9,76922,340447
27Q,2019,3,443649,1333
CK,2018,11,31301,0
CC,2019,1,33514,0
D7,2019,12,8234,16255
NH,2019,8,149162,208875
1WQ,2018,3,3422,4334
U7,2019,1,75320,0
SVW,2018,1,11277,16
KV,2018,8,31895,223443
CA,2019,8,160789,160317
AMQ,2018,12,44491,456
1AQ,2018,2,15065,3971
IG,2018,6,7990,13091
L7,2019,4,41264,0
VR,2018,10,6776,813
2GQ,2018,2,1675,0
0WQ,2018,8,110662,277
V8,2018,12,6611,842
VIQ,2019,3,12070,0
IB,2019,9,138794,148333
KV,2019,12,23244,210770
EV,2018,6,337801,849120
5Y,2018,10,591841,1938
4B,2018,3,15818,14935
CZ,2019,11,125580,62671
9V,2018,11,5944,8729
1EQ,2018,5,9808,936
XP,2019,1,0,1
4O,2019,4,72002,206135
1TQ,2018,3,2539,0
3S,2018,11,58196,0
KS,2019,5,6785,13426
U7,2019,2,85892,0
NLQ,2019,2,15690,108
36Q,2019,2,9486,6
NC,2018,8,41986,0
1BQ,2018,11,34660,18442
PS,2018,10,9388,16654
Z3Q,2018,12,140,2223
B6,2019,7,930646,3968587
0J,2019,2,16900,7
K2,2019,9,17668,2913
4B,2018,10,15888,15360
KE,2019,7,347895,282577
V8,2018,6,19570,1445
RVQ,2019,12,326,1
M3,2019,6,49382,0
5D,2019,8,49472,75360
Z3,2019,3,2399,522
3F,2019,11,356,13
BF,2019,3,19560,11232
27Q,2019,9,179624,503
AJQ,2018,9,9165,5748
PO,2018,2,205298,0
UX,2018,11,23204,25632
2HQ,2018,6,37845,3862
QR,2018,4,176152,143166
WN,2019,9,2437116,12896343
G3,2019,11,30522,12164
G7,2019,4,154402,440792
SVW,2019,9,6614,16
AF,2019,12,236714,303551
OJ,2018,1,12502,5615
1YQ,2018,10,956,231
WI,2018,10,132621,0
QF,2018,12,155783,145822
B6,2018,8,849796,3920217
KS,2019,4,7168,11759
KL,2019,2,203150,108391
JU,2018,6,9022,9415
KU,2018,3,12704,12671
CRV,2018,12,8738,7
OO,2019,11,1309629,3365031
NZ,2019,11,136472,81645
WW,2018,7,97134,133834
WN,2019,12,2522321,14473988
3SD,2018,3,2632,1734
O6,2018,8,29661,20960
A0,2018,4,14592,8794
EQ,2018,5,9526,17892
KO,2018,2,38937,306
KX,2019,1,8825,13906
KL,2019,1,213614,140283
EQ,2019,12,3882,4326
7C,2018,1,18034,76128
UX,2018,5,28829,26917
YX,2019,3,717824,1620422
JJ,2019,2,128564,107546
34Q,2018,2,23986,42
TQQ,2018,7,5216,14252
VH,2018,12,4944,9338
38Q,2019,5,2024,4838
G4,2018,12,840274,1079531
SVW,2019,11,7762,18
WN,2019,4,2749213,14121521
AA,2019,5,3466151,13644713
TK,2019,6,228976,189586
J2,2018,1,11662,2363
Z3,2019,6,2423,312
VX,2018,1,386513,642646
7L,2018,3,24018,0
KQ,2019,3,14720,7357
N8,2019,2,37436,0
QF,2019,1,176472,150759
QF,2019,4,157388,134971
Z3Q,2019,5,140,3466
4C,2019,8,3012,9040
IG,2019,11,17850,19458
AC,2019,5,168991,394889
1XQ,2018,6,3621,1
AR,2019,7,19376,37048
2E,2019,12,172,1202
BCQ,2019,9,1306,281
AX,2018,2,127753,257127
3DQ,2019,9,627,1729
KS,2018,7,12098,21177
PF,2018,7,34706,31707
1SQ,2018,3,1570,8181
A0,2018,3,21860,10555
NK,2019,11,1353395,2871748
4O,2018,2,53014,121572
KAH,2018,7,12612,10641
SV,2019,9,69118,21975
N8,2018,8,21656,0
JU,2019,3,9022,3935
B6,2018,1,876866,3164440
XL,2018,2,5940,11135
0CQ,2019,2,5907,4
1XQ,2019,11,19346,8
ADB,2018,2,8336,0
8E,2019,3,44301,10083
I4,2019,12,628,1396
8R,2019,10,30790,9090
KU,2019,9,12704,14271
PY,2018,12,6204,4326
GFQ,2019,9,55750,0
KAH,2018,8,9048,10062
UX,2018,12,32812,27102
MU,2018,1,94018,111519
Y4,2019,11,357524,297977
EW,2019,10,56102,37476
UX,2018,4,24874,26513
DY,2019,8,562993,347423
DY,2019,2,282031,146402
7H,2018,12,19925,28046
OS,2018,6,45782,50961
HU,2019,11,244954,49521
D7,2018,4,8234,9252
DL,2019,4,3869893,13422430
Q6,2019,5,16992,13910
SN,2018,1,7334,9837
CAZ,2018,12,20509,23
7L,2019,6,12356,0
G4,2019,7,989714,1762534
OH,2019,6,310460,1336787
BC,2019,8,2920,982
EY,2019,1,84463,60835
AMQ,2019,7,23774,96
LP,2018,4,34788,43728
2HQ,2019,6,30556,2283
F9,2019,5,1308685,1969355
LY,2019,2,84782,43987
CM,2018,2,82468,210179
2O,2018,3,6115,1289
QK,2018,11,47959,128959
WRD,2018,8,204,4
22Q,2019,3,632,48
OS,2019,5,67486,71868
MU,2018,2,94018,99467
ADB,2018,1,2262,0
1WQ,2019,7,3846,5887
SA,2018,1,34538,23355
AZ,2019,1,56368,55356
2HQ,2018,11,25595,2702
MS,2018,8,11230,18568
S4,2019,7,31083,20349
ADB,2018,9,42014,0
Q5,2018,4,1358,71
3SD,2018,11,2632,1330
PD,2019,6,3104,91610
Q6,2018,12,16992,12771
1ZQ,2018,10,39707,217
0CQ,2018,4,24105,19
OR,2019,1,18304,4163
2F,2018,1,5344,0
UA,2018,9,4572503,9012501
PY,2019,2,6204,2665
13Q,2019,1,67347,354
TN,2019,10,19530,30638
8E,2019,6,47945,9265
13Q,2018,11,130572,491
PY,2018,4,10546,5386
A0,2018,5,14592,7862
PP,2018,8,12664,7
EI,2018,1,88026,107156
F9,2019,1,1298383,1626946
VS,2018,6,235455,375720
KE,2018,11,345978,234766
U7,2018,8,174601,0
Z3,2018,5,1864,600
SA,2018,7,34538,29249
VA,2018,2,45134,26316
TS,2018,11,18072,15343
9E,2018,8,331820,1317195
TN,2019,8,19530,40553
AAT,2019,12,1278,1375
PFQ,2018,4,21010,0
QX,2018,5,99482,628684
1SQ,2019,7,1811,9127
0BQ,2019,2,12219,8
SE,2018,4,7270,6051
25Q,2018,1,6642,2
WN,2019,6,2811539,14833113
3AQ,2019,2,1621,107
EI,2019,4,103658,194694
IG,2019,10,41822,30819
G3,2019,10,26299,12530
F9,2018,7,1079949,1821562
E7,2019,2,2552,0
VIQ,2019,7,4146,0
5J,2018,3,3194,3519
1ZQ,2019,10,40359,340
5X,2018,1,957526,0
4O,2018,3,64482,176704
VA,2018,9,45134,41041
DHQ,2018,4,6421,0
SN,2018,11,15118,13635
XL,2019,11,5940,12361
G3,2019,3,40930,19747
AT,2018,11,14878,13323
CP,2018,8,85497,602759
LXQ,2018,10,22260,13
1WQ,2019,4,3846,5728
1YQ,2019,1,1393,964
8V,2019,3,23558,4910
MT,2018,11,34034,23400
17Q,2019,5,11242,13
VW,2018,6,934,977
CV,2018,10,195171,0
TA,2019,5,85309,114537
KS,2018,12,13541,10496
JJ,2019,7,90969,105167
YV,2019,8,329711,1297884
V8,2019,9,19067,1803
EK,2018,2,228882,231508
PT,2018,1,51947,249937
9V,2018,4,2972,7488
QT,2018,2,8427,0
H6,2018,5,85506,29226
KO,2019,1,38423,568
V8,2019,10,18444,1306
JJ,2019,5,87770,97239
WL,2018,8,56495,10164
YV,2019,10,317640,1287584
3DQ,2019,8,627,2238
5V,2019,8,82327,435
